17,1.0,0.19127023220062256
29,1.0,0.1310572773218155
47,1.0,0.13449087738990784
53,0.0,0.28518086671829224
84,2.0,0.24630206823349
102,1.0,0.43514978885650635
108,0.0,0.2509820759296417
114,0.0,0.21008768677711487
119,0.0,0.5707972049713135
125,0.0,0.3457794785499573
130,0.0,0.20094981789588928
136,0.0,0.4231727421283722
142,0.0,0.3316880464553833
148,0.0,0.5541132688522339
153,0.0,0.2605624794960022
178,2.0,0.21891260147094727
184,0.0,0.23356685042381287
189,0.0,0.2712594270706177
195,0.0,0.13507501780986786
212,1.0,0.35212671756744385
217,0.0,0.2027430385351181
223,0.0,0.36445391178131104
236,1.0,0.5254203677177429
242,0.0,0.33319091796875
247,0.0,0.34043410420417786
253,0.0,0.4027063250541687
259,0.0,0.376503050327301
272,1.0,0.35266464948654175
277,0.0,0.40883660316467285
283,0.0,0.2884248197078705
289,0.0,0.43272051215171814
295,0.0,0.2357703000307083
300,0.0,0.4088764786720276
306,0.0,0.21922153234481812
311,0.0,0.28010162711143494
329,1.0,0.3468889594078064
335,0.0,0.3692394495010376
340,0.0,0.25722944736480713
346,0.0,0.3831322491168976
352,0.0,0.2496492713689804
358,0.0,0.3222655653953552
370,1.0,0.26255249977111816
376,0.0,0.37804391980171204
382,0.0,0.3531779646873474
388,0.0,0.4138287603855133
393,0.0,0.32578855752944946
399,0.0,0.3512999415397644
405,0.0,0.4041815400123596
411,0.0,0.30761367082595825
436,2.0,0.34114691615104675
441,0.0,0.3005514144897461
447,0.0,0.30157536268234253
453,0.0,0.4623699188232422
482,2.0,0.3254169225692749
488,0.0,0.2970641255378723
513,2.0,0.2925051748752594
518,0.0,0.30817991495132446
536,1.0,0.31408196687698364
542,0.0,0.3168521821498871
548,0.0,0.27751538157463074
553,0.0,0.1712837815284729
559,0.0,0.2803877294063568
564,0.0,0.3435421884059906
570,0.0,0.3050546646118164
576,0.0,0.23389311134815216
582,0.0,0.2333948314189911
598,1.0,0.17154854536056519
604,0.0,0.24108873307704926
610,0.0,0.23994126915931702
616,0.0,0.3535879850387573
633,1.0,0.21342268586158752
639,0.0,0.27025699615478516
645,0.0,0.22116731107234955
650,0.0,0.28732264041900635
656,0.0,0.1553647667169571
662,0.0,0.2415434867143631
680,1.0,0.15124215185642242
686,0.0,0.27509942650794983
691,0.0,0.31117329001426697
728,3.0,0.21001870930194855
734,0.0,0.26989245414733887
740,0.0,0.21771474182605743
756,1.0,0.18065200746059418
762,0.0,0.16182899475097656
767,0.0,0.19433343410491943
773,0.0,0.15554195642471313
778,0.0,0.18961478769779205
784,0.0,0.2352665811777115
790,0.0,0.17770177125930786
796,0.0,0.18772932887077332
801,0.0,0.15875352919101715
807,0.0,0.2890871465206146
813,0.0,0.24993020296096802
837,2.0,0.24489618837833405
843,0.0,0.2065708041191101
868,2.0,0.1879480481147766
885,1.0,0.24026526510715485
903,1.0,0.1715478003025055
909,0.0,0.19696909189224243
914,0.0,0.19694668054580688
920,0.0,0.19210195541381836
926,0.0,0.19111567735671997
932,0.0,0.1962812840938568
944,1.0,0.27087682485580444
950,0.0,0.14956849813461304
955,0.0,0.1941441148519516
961,0.0,0.1832381784915924
967,0.0,0.1822497546672821
973,0.0,0.21417097747325897
978,0.0,0.14844074845314026
984,0.0,0.1548735648393631
1002,1.0,0.17411306500434875
1007,0.0,0.1836647093296051
1013,0.0,0.1721746027469635
1019,0.0,0.17603319883346558
1043,2.0,0.17196911573410034
1049,0.0,0.1979086995124817
1054,0.0,0.2304266095161438
1060,0.0,0.26683300733566284
1065,0.0,0.15497912466526031
1071,0.0,0.19432026147842407
1077,0.0,0.13170434534549713
1083,0.0,0.11452501267194748
1088,0.0,0.11785702407360077
1094,0.0,0.12970107793807983
1106,1.0,0.1848510056734085
1112,0.0,0.1876607984304428
1118,0.0,0.15168806910514832
1123,0.0,0.18762406706809998
1129,0.0,0.17405560612678528
1153,2.0,0.11602769792079926
1171,1.0,0.15329429507255554
1203,2.0,0.17141222953796387
1209,0.0,0.23047928512096405
1214,0.0,0.2709866166114807
1220,0.0,0.11176969110965729
1226,0.0,0.1472741812467575
1251,2.0,0.20308785140514374
1264,1.0,0.15657860040664673
1269,0.0,0.14071902632713318
1275,0.0,0.2497248500585556
1280,0.0,0.24606797099113464
1286,0.0,0.19492770731449127
1292,0.0,0.14804419875144958
1298,0.0,0.1714296042919159
1303,0.0,0.20046132802963257
1309,0.0,0.28383371233940125
1327,1.0,0.12339608371257782
1351,2.0,0.15775629878044128
1356,0.0,0.16288867592811584
1362,0.0,0.16208557784557343
1368,0.0,0.09473400563001633
1374,0.0,0.1329835057258606
1379,0.0,0.1626591980457306
1385,0.0,0.1427842676639557
1390,0.0,0.1287967562675476
1396,0.0,0.1805925816297531
1401,0.0,0.15921252965927124
1407,0.0,0.135920912027359
1412,0.0,0.19193203747272491
1418,0.0,0.1751607060432434
1424,0.0,0.17102959752082825
1430,0.0,0.15449681878089905
1435,0.0,0.1960732340812683
1441,0.0,0.17402862012386322
1466,2.0,0.15310561656951904
1508,4.0,0.13045082986354828
1514,0.0,0.11940162628889084
1527,1.0,0.18312287330627441
1533,0.0,0.1952265352010727
1539,0.0,0.14709003269672394
1545,0.0,0.15424388647079468
